district,reg_year,reg_month,count
Agra,2016,1,1235
Agra,2016,2,1192
Agra,2016,3,1160
Agra,2016,4,1160
Agra,2016,5,1409
Agra,2016,6,1602
Agra,2016,7,1452
Agra,2016,8,1526
Agra,2016,9,1340
Agra,2016,10,1434
Agra,2016,11,1137
Agra,2016,12,1217
Agra,2017,1,1186
Agra,2017,2,937
Agra,2017,3,1248
Agra,2017,4,1240
Agra,2017,5,1363
Agra,2017,6,1347
Agra,2017,7,1523
Agra,2017,8,1771
Agra,2017,9,1609
Agra,2017,10,1647
Agra,2017,11,1420
Agra,2017,12,1437
Agra,2018,1,1542
Agra,2018,2,1911
Agra,2018,3,1767
Agra,2018,4,1410
Agra,2018,5,1925
Agra,2018,6,1835
Agra,2018,7,1729
Agra,2018,8,1707
Agra,2018,9,1498
Agra,2018,10,1749
Agra,2018,11,1434
Agra,2018,12,1423
Aligarh,2016,1,801
Aligarh,2016,2,808
Aligarh,2016,3,858
Aligarh,2016,4,813
Aligarh,2016,5,831
Aligarh,2016,6,775
Aligarh,2016,7,850
Aligarh,2016,8,984
Aligarh,2016,9,917
Aligarh,2016,10,910
Aligarh,2016,11,767
Aligarh,2016,12,805
Aligarh,2017,1,740
Aligarh,2017,2,595
Aligarh,2017,3,1257
Aligarh,2017,4,1179
Aligarh,2017,5,979
Aligarh,2017,6,974
Aligarh,2017,7,1217
Aligarh,2017,8,1324
Aligarh,2017,9,1423
Aligarh,2017,10,1487
Aligarh,2017,11,1051
Aligarh,2017,12,1053
Aligarh,2018,1,1196
Aligarh,2018,2,1265
Aligarh,2018,3,1259
Aligarh,2018,4,1120
Aligarh,2018,5,1532
Aligarh,2018,6,1423
Aligarh,2018,7,1326
Aligarh,2018,8,1265
Aligarh,2018,9,1122
Aligarh,2018,10,1275
Aligarh,2018,11,1027
Aligarh,2018,12,1281
Ambedkar Nagar,2016,1,162
Ambedkar Nagar,2016,2,125
Ambedkar Nagar,2016,3,186
Ambedkar Nagar,2016,4,141
Ambedkar Nagar,2016,5,198
Ambedkar Nagar,2016,6,201
Ambedkar Nagar,2016,7,222
Ambedkar Nagar,2016,8,184
Ambedkar Nagar,2016,9,148
Ambedkar Nagar,2016,10,185
Ambedkar Nagar,2016,11,201
Ambedkar Nagar,2016,12,199
Ambedkar Nagar,2017,1,242
Ambedkar Nagar,2017,2,144
Ambedkar Nagar,2017,3,252
Ambedkar Nagar,2017,4,251
Ambedkar Nagar,2017,5,344
Ambedkar Nagar,2017,6,272
Ambedkar Nagar,2017,7,229
Ambedkar Nagar,2017,8,234
Ambedkar Nagar,2017,9,228
Ambedkar Nagar,2017,10,268
Ambedkar Nagar,2017,11,332
Ambedkar Nagar,2017,12,208
Ambedkar Nagar,2018,1,180
Ambedkar Nagar,2018,2,169
Ambedkar Nagar,2018,3,249
Ambedkar Nagar,2018,4,285
Ambedkar Nagar,2018,5,398
Ambedkar Nagar,2018,6,391
Ambedkar Nagar,2018,7,324
Ambedkar Nagar,2018,8,309
Ambedkar Nagar,2018,9,497
Ambedkar Nagar,2018,10,433
Ambedkar Nagar,2018,11,430
Ambedkar Nagar,2018,12,352
Amethi,2016,1,248
Amethi,2016,2,193
Amethi,2016,3,256
Amethi,2016,4,224
Amethi,2016,5,256
Amethi,2016,6,289
Amethi,2016,7,321
Amethi,2016,8,266
Amethi,2016,9,248
Amethi,2016,10,259
Amethi,2016,11,203
Amethi,2016,12,267
Amethi,2017,1,236
Amethi,2017,2,218
Amethi,2017,3,275
Amethi,2017,4,251
Amethi,2017,5,321
Amethi,2017,6,296
Amethi,2017,7,363
Amethi,2017,8,295
Amethi,2017,9,332
Amethi,2017,10,356
Amethi,2017,11,303
Amethi,2017,12,260
Amethi,2018,1,259
Amethi,2018,2,267
Amethi,2018,3,335
Amethi,2018,4,352
Amethi,2018,5,463
Amethi,2018,6,528
Amethi,2018,7,448
Amethi,2018,8,465
Amethi,2018,9,390
Amethi,2018,10,410
Amethi,2018,11,388
Amethi,2018,12,398
Auraiya,2016,1,239
Auraiya,2016,2,344
Auraiya,2016,3,323
Auraiya,2016,4,297
Auraiya,2016,5,312
Auraiya,2016,6,282
Auraiya,2016,7,311
Auraiya,2016,8,359
Auraiya,2016,9,268
Auraiya,2016,10,294
Auraiya,2016,11,286
Auraiya,2016,12,255
Auraiya,2017,1,317
Auraiya,2017,2,174
Auraiya,2017,3,364
Auraiya,2017,4,267
Auraiya,2017,5,362
Auraiya,2017,6,390
Auraiya,2017,7,473
Auraiya,2017,8,443
Auraiya,2017,9,569
Auraiya,2017,10,542
Auraiya,2017,11,476
Auraiya,2017,12,693
Auraiya,2018,1,456
Auraiya,2018,2,433
Auraiya,2018,3,432
Auraiya,2018,4,302
Auraiya,2018,5,574
Auraiya,2018,6,496
Auraiya,2018,7,407
Auraiya,2018,8,482
Auraiya,2018,9,354
Auraiya,2018,10,419
Auraiya,2018,11,409
Auraiya,2018,12,454
Ayodhya,2016,1,351
Ayodhya,2016,2,302
Ayodhya,2016,3,420
Ayodhya,2016,4,321
Ayodhya,2016,5,475
Ayodhya,2016,6,466
Ayodhya,2016,7,490
Ayodhya,2016,8,490
Ayodhya,2016,9,518
Ayodhya,2016,10,446
Ayodhya,2016,11,326
Ayodhya,2016,12,374
Ayodhya,2017,1,535
Ayodhya,2017,2,283
Ayodhya,2017,3,432
Ayodhya,2017,4,400
Ayodhya,2017,5,535
Ayodhya,2017,6,530
Ayodhya,2017,7,599
Ayodhya,2017,8,647
Ayodhya,2017,9,547
Ayodhya,2017,10,714
Ayodhya,2017,11,726
Ayodhya,2017,12,569
Ayodhya,2018,1,472
Ayodhya,2018,2,542
Ayodhya,2018,3,589
Ayodhya,2018,4,654
Ayodhya,2018,5,941
Ayodhya,2018,6,700
Ayodhya,2018,7,605
Ayodhya,2018,8,651
Ayodhya,2018,9,606
Ayodhya,2018,10,622
Ayodhya,2018,11,588
Ayodhya,2018,12,502
Azamgarh,2016,1,382
Azamgarh,2016,2,440
Azamgarh,2016,3,470
Azamgarh,2016,4,391
Azamgarh,2016,5,497
Azamgarh,2016,6,447
Azamgarh,2016,7,481
Azamgarh,2016,8,490
Azamgarh,2016,9,394
Azamgarh,2016,10,460
Azamgarh,2016,11,372
Azamgarh,2016,12,512
Azamgarh,2017,1,456
Azamgarh,2017,2,372
Azamgarh,2017,3,460
Azamgarh,2017,4,661
Azamgarh,2017,5,602
Azamgarh,2017,6,654
Azamgarh,2017,7,638
Azamgarh,2017,8,523
Azamgarh,2017,9,596
Azamgarh,2017,10,627
Azamgarh,2017,11,516
Azamgarh,2017,12,521
Azamgarh,2018,1,460
Azamgarh,2018,2,455
Azamgarh,2018,3,477
Azamgarh,2018,4,433
Azamgarh,2018,5,674
Azamgarh,2018,6,623
Azamgarh,2018,7,585
Azamgarh,2018,8,571
Azamgarh,2018,9,513
Azamgarh,2018,10,577
Azamgarh,2018,11,479
Azamgarh,2018,12,509
Badaun,2016,1,395
Badaun,2016,2,394
Badaun,2016,3,509
Badaun,2016,4,428
Badaun,2016,5,509
Badaun,2016,6,642
Badaun,2016,7,514
Badaun,2016,8,671
Badaun,2016,9,497
Badaun,2016,10,494
Badaun,2016,11,372
Badaun,2016,12,390
Badaun,2017,1,532
Badaun,2017,2,341
Badaun,2017,3,441
Badaun,2017,4,538
Badaun,2017,5,677
Badaun,2017,6,694
Badaun,2017,7,850
Badaun,2017,8,718
Badaun,2017,9,752
Badaun,2017,10,664
Badaun,2017,11,665
Badaun,2017,12,658
Badaun,2018,1,681
Badaun,2018,2,742
Badaun,2018,3,790
Badaun,2018,4,692
Badaun,2018,5,873
Badaun,2018,6,682
Badaun,2018,7,705
Badaun,2018,8,578
Badaun,2018,9,632
Badaun,2018,10,588
Badaun,2018,11,611
Badaun,2018,12,567
Baghpat,2016,1,329
Baghpat,2016,2,280
Baghpat,2016,3,340
Baghpat,2016,4,301
Baghpat,2016,5,370
Baghpat,2016,6,367
Baghpat,2016,7,357
Baghpat,2016,8,329
Baghpat,2016,9,327
Baghpat,2016,10,343
Baghpat,2016,11,300
Baghpat,2016,12,337
Baghpat,2017,1,423
Baghpat,2017,2,267
Baghpat,2017,3,330
Baghpat,2017,4,309
Baghpat,2017,5,317
Baghpat,2017,6,316
Baghpat,2017,7,414
Baghpat,2017,8,478
Baghpat,2017,9,436
Baghpat,2017,10,470
Baghpat,2017,11,404
Baghpat,2017,12,341
Baghpat,2018,1,424
Baghpat,2018,2,742
Baghpat,2018,3,546
Baghpat,2018,4,367
Baghpat,2018,5,468
Baghpat,2018,6,542
Baghpat,2018,7,456
Baghpat,2018,8,472
Baghpat,2018,9,481
Baghpat,2018,10,420
Baghpat,2018,11,477
Baghpat,2018,12,486
Bahraich,2016,1,320
Bahraich,2016,2,315
Bahraich,2016,3,366
Bahraich,2016,4,378
Bahraich,2016,5,536
Bahraich,2016,6,503
Bahraich,2016,7,536
Bahraich,2016,8,697
Bahraich,2016,9,499
Bahraich,2016,10,478
Bahraich,2016,11,419
Bahraich,2016,12,528
Bahraich,2017,1,681
Bahraich,2017,2,230
Bahraich,2017,3,372
Bahraich,2017,4,480
Bahraich,2017,5,628
Bahraich,2017,6,600
Bahraich,2017,7,639
Bahraich,2017,8,637
Bahraich,2017,9,637
Bahraich,2017,10,738
Bahraich,2017,11,619
Bahraich,2017,12,507
Bahraich,2018,1,472
Bahraich,2018,2,525
Bahraich,2018,3,533
Bahraich,2018,4,528
Bahraich,2018,5,698
Bahraich,2018,6,571
Bahraich,2018,7,593
Bahraich,2018,8,564
Bahraich,2018,9,535
Bahraich,2018,10,521
Bahraich,2018,11,670
Bahraich,2018,12,844
Ballia,2016,1,258
Ballia,2016,2,271
Ballia,2016,3,343
Ballia,2016,4,222
Ballia,2016,5,331
Ballia,2016,6,353
Ballia,2016,7,377
Ballia,2016,8,383
Ballia,2016,9,395
Ballia,2016,10,469
Ballia,2016,11,358
Ballia,2016,12,375
Ballia,2017,1,434
Ballia,2017,2,242
Ballia,2017,3,323
Ballia,2017,4,419
Ballia,2017,5,500
Ballia,2017,6,729
Ballia,2017,7,492
Ballia,2017,8,509
Ballia,2017,9,432
Ballia,2017,10,455
Ballia,2017,11,389
Ballia,2017,12,301
Ballia,2018,1,264
Ballia,2018,2,360
Ballia,2018,3,406
Ballia,2018,4,411
Ballia,2018,5,549
Ballia,2018,6,434
Ballia,2018,7,400
Ballia,2018,8,410
Ballia,2018,9,364
Ballia,2018,10,369
Ballia,2018,11,343
Ballia,2018,12,354
Balrampur,2016,1,155
Balrampur,2016,2,119
Balrampur,2016,3,171
Balrampur,2016,4,116
Balrampur,2016,5,192
Balrampur,2016,6,165
Balrampur,2016,7,215
Balrampur,2016,8,191
Balrampur,2016,9,133
Balrampur,2016,10,168
Balrampur,2016,11,105
Balrampur,2016,12,222
Balrampur,2017,1,159
Balrampur,2017,2,132
Balrampur,2017,3,175
Balrampur,2017,4,196
Balrampur,2017,5,255
Balrampur,2017,6,255
Balrampur,2017,7,263
Balrampur,2017,8,187
Balrampur,2017,9,191
Balrampur,2017,10,207
Balrampur,2017,11,225
Balrampur,2017,12,155
Balrampur,2018,1,188
Balrampur,2018,2,176
Balrampur,2018,3,165
Balrampur,2018,4,211
Balrampur,2018,5,219
Balrampur,2018,6,186
Balrampur,2018,7,193
Balrampur,2018,8,186
Balrampur,2018,9,170
Balrampur,2018,10,181
Balrampur,2018,11,173
Balrampur,2018,12,256
Banda,2016,1,215
Banda,2016,2,181
Banda,2016,3,172
Banda,2016,4,159
Banda,2016,5,260
Banda,2016,6,219
Banda,2016,7,258
Banda,2016,8,234
Banda,2016,9,205
Banda,2016,10,232
Banda,2016,11,188
Banda,2016,12,205
Banda,2017,1,316
Banda,2017,2,156
Banda,2017,3,293
Banda,2017,4,228
Banda,2017,5,276
Banda,2017,6,229
Banda,2017,7,306
Banda,2017,8,305
Banda,2017,9,358
Banda,2017,10,340
Banda,2017,11,412
Banda,2017,12,277
Banda,2018,1,291
Banda,2018,2,270
Banda,2018,3,308
Banda,2018,4,262
Banda,2018,5,379
Banda,2018,6,317
Banda,2018,7,315
Banda,2018,8,306
Banda,2018,9,290
Banda,2018,10,256
Banda,2018,11,289
Banda,2018,12,225
Barabanki,2016,1,295
Barabanki,2016,2,310
Barabanki,2016,3,363
Barabanki,2016,4,285
Barabanki,2016,5,364
Barabanki,2016,6,322
Barabanki,2016,7,473
Barabanki,2016,8,383
Barabanki,2016,9,322
Barabanki,2016,10,358
Barabanki,2016,11,349
Barabanki,2016,12,449
Barabanki,2017,1,671
Barabanki,2017,2,333
Barabanki,2017,3,523
Barabanki,2017,4,779
Barabanki,2017,5,523
Barabanki,2017,6,428
Barabanki,2017,7,579
Barabanki,2017,8,500
Barabanki,2017,9,477
Barabanki,2017,10,536
Barabanki,2017,11,448
Barabanki,2017,12,452
Barabanki,2018,1,498
Barabanki,2018,2,453
Barabanki,2018,3,744
Barabanki,2018,4,707
Barabanki,2018,5,1038
Barabanki,2018,6,876
Barabanki,2018,7,924
Barabanki,2018,8,797
Barabanki,2018,9,719
Barabanki,2018,10,678
Barabanki,2018,11,615
Barabanki,2018,12,748
Bareilly,2016,1,625
Bareilly,2016,2,792
Bareilly,2016,3,889
Bareilly,2016,4,733
Bareilly,2016,5,807
Bareilly,2016,6,788
Bareilly,2016,7,1014
Bareilly,2016,8,989
Bareilly,2016,9,732
Bareilly,2016,10,865
Bareilly,2016,11,638
Bareilly,2016,12,696
Bareilly,2017,1,1052
Bareilly,2017,2,509
Bareilly,2017,3,860
Bareilly,2017,4,997
Bareilly,2017,5,870
Bareilly,2017,6,862
Bareilly,2017,7,1085
Bareilly,2017,8,1092
Bareilly,2017,9,1097
Bareilly,2017,10,1159
Bareilly,2017,11,953
Bareilly,2017,12,1305
Bareilly,2018,1,1253
Bareilly,2018,2,1255
Bareilly,2018,3,1553
Bareilly,2018,4,1238
Bareilly,2018,5,1646
Bareilly,2018,6,1760
Bareilly,2018,7,1767
Bareilly,2018,8,1819
Bareilly,2018,9,1661
Bareilly,2018,10,1439
Bareilly,2018,11,1483
Bareilly,2018,12,1356
Basti,2016,1,287
Basti,2016,2,196
Basti,2016,3,226
Basti,2016,4,199
Basti,2016,5,299
Basti,2016,6,326
Basti,2016,7,310
Basti,2016,8,393
Basti,2016,9,298
Basti,2016,10,302
Basti,2016,11,310
Basti,2016,12,268
Basti,2017,1,316
Basti,2017,2,177
Basti,2017,3,324
Basti,2017,4,317
Basti,2017,5,396
Basti,2017,6,402
Basti,2017,7,475
Basti,2017,8,452
Basti,2017,9,419
Basti,2017,10,389
Basti,2017,11,386
Basti,2017,12,343
Basti,2018,1,361
Basti,2018,2,398
Basti,2018,3,382
Basti,2018,4,412
Basti,2018,5,596
Basti,2018,6,454
Basti,2018,7,452
Basti,2018,8,437
Basti,2018,9,358
Basti,2018,10,398
Basti,2018,11,350
Basti,2018,12,403
Bhadohi,2016,1,123
Bhadohi,2016,2,169
Bhadohi,2016,3,138
Bhadohi,2016,4,114
Bhadohi,2016,5,144
Bhadohi,2016,6,190
Bhadohi,2016,7,200
Bhadohi,2016,8,160
Bhadohi,2016,9,195
Bhadohi,2016,10,152
Bhadohi,2016,11,93
Bhadohi,2016,12,151
Bhadohi,2017,1,202
Bhadohi,2017,2,81
Bhadohi,2017,3,114
Bhadohi,2017,4,174
Bhadohi,2017,5,218
Bhadohi,2017,6,173
Bhadohi,2017,7,173
Bhadohi,2017,8,225
Bhadohi,2017,9,272
Bhadohi,2017,10,192
Bhadohi,2017,11,210
Bhadohi,2017,12,152
Bhadohi,2018,1,169
Bhadohi,2018,2,216
Bhadohi,2018,3,253
Bhadohi,2018,4,195
Bhadohi,2018,5,334
Bhadohi,2018,6,244
Bhadohi,2018,7,175
Bhadohi,2018,8,156
Bhadohi,2018,9,202
Bhadohi,2018,10,187
Bhadohi,2018,11,146
Bhadohi,2018,12,171
Bijnor,2016,1,638
Bijnor,2016,2,730
Bijnor,2016,3,596
Bijnor,2016,4,576
Bijnor,2016,5,668
Bijnor,2016,6,588
Bijnor,2016,7,579
Bijnor,2016,8,686
Bijnor,2016,9,549
Bijnor,2016,10,552
Bijnor,2016,11,462
Bijnor,2016,12,584
Bijnor,2017,1,743
Bijnor,2017,2,386
Bijnor,2017,3,580
Bijnor,2017,4,549
Bijnor,2017,5,669
Bijnor,2017,6,665
Bijnor,2017,7,809
Bijnor,2017,8,672
Bijnor,2017,9,607
Bijnor,2017,10,905
Bijnor,2017,11,745
Bijnor,2017,12,644
Bijnor,2018,1,838
Bijnor,2018,2,712
Bijnor,2018,3,792
Bijnor,2018,4,758
Bijnor,2018,5,948
Bijnor,2018,6,833
Bijnor,2018,7,938
Bijnor,2018,8,866
Bijnor,2018,9,729
Bijnor,2018,10,792
Bijnor,2018,11,649
Bijnor,2018,12,611
Bulandshahar,2016,1,557
Bulandshahar,2016,2,590
Bulandshahar,2016,3,639
Bulandshahar,2016,4,604
Bulandshahar,2016,5,688
Bulandshahar,2016,6,841
Bulandshahar,2016,7,937
Bulandshahar,2016,8,966
Bulandshahar,2016,9,938
Bulandshahar,2016,10,807
Bulandshahar,2016,11,666
Bulandshahar,2016,12,618
Bulandshahar,2017,1,690
Bulandshahar,2017,2,472
Bulandshahar,2017,3,857
Bulandshahar,2017,4,796
Bulandshahar,2017,5,777
Bulandshahar,2017,6,1051
Bulandshahar,2017,7,1070
Bulandshahar,2017,8,1077
Bulandshahar,2017,9,1336
Bulandshahar,2017,10,1086
Bulandshahar,2017,11,847
Bulandshahar,2017,12,966
Bulandshahar,2018,1,931
Bulandshahar,2018,2,995
Bulandshahar,2018,3,1058
Bulandshahar,2018,4,957
Bulandshahar,2018,5,1350
Bulandshahar,2018,6,1559
Bulandshahar,2018,7,1555
Bulandshahar,2018,8,1445
Bulandshahar,2018,9,1372
Bulandshahar,2018,10,1957
Bulandshahar,2018,11,1170
Bulandshahar,2018,12,918
Chandauli,2016,1,247
Chandauli,2016,2,189
Chandauli,2016,3,298
Chandauli,2016,4,291
Chandauli,2016,5,264
Chandauli,2016,6,360
Chandauli,2016,7,334
Chandauli,2016,8,328
Chandauli,2016,9,289
Chandauli,2016,10,312
Chandauli,2016,11,215
Chandauli,2016,12,272
Chandauli,2017,1,250
Chandauli,2017,2,213
Chandauli,2017,3,352
Chandauli,2017,4,314
Chandauli,2017,5,314
Chandauli,2017,6,321
Chandauli,2017,7,323
Chandauli,2017,8,431
Chandauli,2017,9,389
Chandauli,2017,10,399
Chandauli,2017,11,364
Chandauli,2017,12,287
Chandauli,2018,1,283
Chandauli,2018,2,372
Chandauli,2018,3,324
Chandauli,2018,4,329
Chandauli,2018,5,457
Chandauli,2018,6,405
Chandauli,2018,7,422
Chandauli,2018,8,337
Chandauli,2018,9,311
Chandauli,2018,10,331
Chandauli,2018,11,312
Chandauli,2018,12,347
Chitrakoot,2016,1,171
Chitrakoot,2016,2,170
Chitrakoot,2016,3,217
Chitrakoot,2016,4,222
Chitrakoot,2016,5,219
Chitrakoot,2016,6,200
Chitrakoot,2016,7,176
Chitrakoot,2016,8,181
Chitrakoot,2016,9,176
Chitrakoot,2016,10,150
Chitrakoot,2016,11,185
Chitrakoot,2016,12,176
Chitrakoot,2017,1,208
Chitrakoot,2017,2,105
Chitrakoot,2017,3,197
Chitrakoot,2017,4,280
Chitrakoot,2017,5,245
Chitrakoot,2017,6,209
Chitrakoot,2017,7,178
Chitrakoot,2017,8,197
Chitrakoot,2017,9,236
Chitrakoot,2017,10,229
Chitrakoot,2017,11,265
Chitrakoot,2017,12,219
Chitrakoot,2018,1,171
Chitrakoot,2018,2,205
Chitrakoot,2018,3,175
Chitrakoot,2018,4,168
Chitrakoot,2018,5,224
Chitrakoot,2018,6,222
Chitrakoot,2018,7,185
Chitrakoot,2018,8,176
Chitrakoot,2018,9,217
Chitrakoot,2018,10,183
Chitrakoot,2018,11,165
Chitrakoot,2018,12,171
Deoria,2016,1,299
Deoria,2016,2,385
Deoria,2016,3,426
Deoria,2016,4,314
Deoria,2016,5,473
Deoria,2016,6,386
Deoria,2016,7,526
Deoria,2016,8,470
Deoria,2016,9,374
Deoria,2016,10,360
Deoria,2016,11,296
Deoria,2016,12,416
Deoria,2017,1,350
Deoria,2017,2,207
Deoria,2017,3,338
Deoria,2017,4,374
Deoria,2017,5,444
Deoria,2017,6,492
Deoria,2017,7,386
Deoria,2017,8,470
Deoria,2017,9,512
Deoria,2017,10,427
Deoria,2017,11,467
Deoria,2017,12,407
Deoria,2018,1,302
Deoria,2018,2,442
Deoria,2018,3,415
Deoria,2018,4,451
Deoria,2018,5,535
Deoria,2018,6,492
Deoria,2018,7,562
Deoria,2018,8,462
Deoria,2018,9,426
Deoria,2018,10,495
Deoria,2018,11,452
Deoria,2018,12,515
Etah,2016,1,403
Etah,2016,2,369
Etah,2016,3,448
Etah,2016,4,433
Etah,2016,5,493
Etah,2016,6,558
Etah,2016,7,622
Etah,2016,8,448
Etah,2016,9,380
Etah,2016,10,403
Etah,2016,11,311
Etah,2016,12,353
Etah,2017,1,375
Etah,2017,2,403
Etah,2017,3,1001
Etah,2017,4,577
Etah,2017,5,521
Etah,2017,6,463
Etah,2017,7,526
Etah,2017,8,699
Etah,2017,9,553
Etah,2017,10,572
Etah,2017,11,562
Etah,2017,12,582
Etah,2018,1,462
Etah,2018,2,725
Etah,2018,3,543
Etah,2018,4,446
Etah,2018,5,786
Etah,2018,6,665
Etah,2018,7,627
Etah,2018,8,516
Etah,2018,9,610
Etah,2018,10,590
Etah,2018,11,549
Etah,2018,12,454
Etawah,2016,1,409
Etawah,2016,2,389
Etawah,2016,3,469
Etawah,2016,4,450
Etawah,2016,5,530
Etawah,2016,6,484
Etawah,2016,7,550
Etawah,2016,8,564
Etawah,2016,9,597
Etawah,2016,10,483
Etawah,2016,11,460
Etawah,2016,12,424
Etawah,2017,1,391
Etawah,2017,2,284
Etawah,2017,3,534
Etawah,2017,4,519
Etawah,2017,5,542
Etawah,2017,6,528
Etawah,2017,7,566
Etawah,2017,8,624
Etawah,2017,9,526
Etawah,2017,10,596
Etawah,2017,11,439
Etawah,2017,12,460
Etawah,2018,1,663
Etawah,2018,2,631
Etawah,2018,3,581
Etawah,2018,4,444
Etawah,2018,5,583
Etawah,2018,6,518
Etawah,2018,7,497
Etawah,2018,8,605
Etawah,2018,9,467
Etawah,2018,10,455
Etawah,2018,11,503
Etawah,2018,12,429
Fatehgarh,2016,1,326
Fatehgarh,2016,2,303
Fatehgarh,2016,3,402
Fatehgarh,2016,4,311
Fatehgarh,2016,5,399
Fatehgarh,2016,6,397
Fatehgarh,2016,7,489
Fatehgarh,2016,8,398
Fatehgarh,2016,9,399
Fatehgarh,2016,10,453
Fatehgarh,2016,11,413
Fatehgarh,2016,12,396
Fatehgarh,2017,1,418
Fatehgarh,2017,2,268
Fatehgarh,2017,3,474
Fatehgarh,2017,4,346
Fatehgarh,2017,5,424
Fatehgarh,2017,6,405
Fatehgarh,2017,7,481
Fatehgarh,2017,8,432
Fatehgarh,2017,9,427
Fatehgarh,2017,10,596
Fatehgarh,2017,11,593
Fatehgarh,2017,12,567
Fatehgarh,2018,1,591
Fatehgarh,2018,2,601
Fatehgarh,2018,3,569
Fatehgarh,2018,4,451
Fatehgarh,2018,5,801
Fatehgarh,2018,6,793
Fatehgarh,2018,7,588
Fatehgarh,2018,8,545
Fatehgarh,2018,9,406
Fatehgarh,2018,10,565
Fatehgarh,2018,11,624
Fatehgarh,2018,12,459
Fatehpur,2016,1,297
Fatehpur,2016,2,401
Fatehpur,2016,3,478
Fatehpur,2016,4,403
Fatehpur,2016,5,637
Fatehpur,2016,6,514
Fatehpur,2016,7,492
Fatehpur,2016,8,592
Fatehpur,2016,9,479
Fatehpur,2016,10,436
Fatehpur,2016,11,368
Fatehpur,2016,12,449
Fatehpur,2017,1,548
Fatehpur,2017,2,316
Fatehpur,2017,3,497
Fatehpur,2017,4,439
Fatehpur,2017,5,508
Fatehpur,2017,6,411
Fatehpur,2017,7,421
Fatehpur,2017,8,444
Fatehpur,2017,9,378
Fatehpur,2017,10,587
Fatehpur,2017,11,622
Fatehpur,2017,12,420
Fatehpur,2018,1,444
Fatehpur,2018,2,402
Fatehpur,2018,3,421
Fatehpur,2018,4,348
Fatehpur,2018,5,678
Fatehpur,2018,6,561
Fatehpur,2018,7,578
Fatehpur,2018,8,434
Fatehpur,2018,9,417
Fatehpur,2018,10,454
Fatehpur,2018,11,578
Fatehpur,2018,12,508
Firozabad,2016,1,769
Firozabad,2016,2,691
